"y" "x"
"1" 9.94269079790487 -10
"2" 7.56229136656983 -9.23076923076923
"3" 5.09343247716347 -8.46153846153846
"4" 3.91787679299615 -7.69230769230769
"5" 2.94521845927893 -6.92307692307692
"6" 1.51769129531339 -6.15384615384615
"7" 2.79039599443181 -5.38461538461538
"8" 1.16413816096214 -4.61538461538461
"9" 1.08448742771529 -3.84615384615385
"10" -0.112738431104502 -3.07692307692308
"11" -1.57121961059892 -2.30769230769231
"12" -1.22802588105048 -1.53846153846154
"13" -0.284599918315823 -0.769230769230768
"14" -0.317400960016597 0
"15" -0.571827793156803 0.76923076923077
"16" 0.32381740332601 1.53846153846154
"17" 0.525191279695156 2.30769230769231
"18" 0.194916624009466 3.07692307692308
"19" -0.271744487945889 3.84615384615385
"20" 1.16020182865397 4.61538461538462
"21" 0.179438364431321 5.38461538461539
"22" -1.84278427470448 6.15384615384615
"23" -1.28856344414389 6.92307692307692
"24" 0.865262704445372 7.69230769230769
"25" 0.910075919199753 8.46153846153846
"26" 1.09469726718147 9.23076923076923
"27" 1.422449950724 10
"28" 0.755076041598408 10.7692307692308
"29" 0.260795489736276 11.5384615384615
"30" -0.637625723748769 12.3076923076923
"31" -0.487687399819765 13.0769230769231
"32" -0.450983543017455 13.8461538461538
"33" 0.808213169446317 14.6153846153846
"34" -1.07844640575137 15.3846153846154
"35" 1.47011496633349 16.1538461538462
"36" 0.182427614268061 16.9230769230769
"37" 0.665897539950663 17.6923076923077
"38" -0.56792533096634 18.4615384615385
"39" 0.329944216444152 19.2307692307692
"40" 0.300326369172426 20
